date,scientific_name,common_name,zone,site,plot,pit,spp,sex,rcap,toe_num,sv_length,total_length,weight,tail,pc
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,r,332,38,100,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,n,1010,36,97,2,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,9,utst,f,r,99,40,117,3,w,1
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,10,utst,f,n,1013,26,29,1,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,11,utst,f,n,1014,40,100,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,13,utst,m,n,1020,40,78,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,14,utst,m,n,1015,40,101,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,n,1011,38,93,2,b,0
11/8/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,f,n,1012,40,104,3,w,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,1,utst,f,r,433,45,100,5,b,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,3,utst,f,r,351,46,116,4,w,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,4,utst,f,r,5,48,115,5,w,0
11/8/89,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,r,215,48,51,4,b,0
11/15/89,uta stansburiana,side-blotched lizard,c,grav,d,8,utst,m,n,1042,50,144,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,grav,d,12,utst,f,r,234,41,108,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,grav,d,14,utst,f,n,1041,36,100,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,b,8,utst,f,n,1043,43,113,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,b,11,utst,f,n,1044,38,101,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,n,1045,47,115,4,w,0
11/15/89,uta stansburiana,side-blotched lizard,c,sand,c,10,utst,f,r,245,36,72,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,g,basn,b,16,utst,j,n,1050,23,61,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,2,utst,f,n,1055,40,105,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,11,utst,f,r,212,44,115,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,13,utst,f,n,1100,38,56,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,a,16,utst,f,n,1101,39,110,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,f,n,1051,44,121,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,r,514,46,122,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,12,utst,f,n,99,39,85,2,b,1
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,1052,26,66,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,j,n,1053,26,73,1,w,0
11/15/89,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,f,r,550,38,71,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,m,east,b,2,utst,f,r,351,45,117,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,8,utst,f,r,1032,38,100,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,f,n,1112,40,106,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,a,9,utst,m,r,403,47,122,4,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,rabb,c,12,utst,f,n,1111,39,105,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,r,1033,44,120,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,4,utst,m,n,1102,37,100,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,5,utst,m,n,1103,45,123,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,6,utst,f,r,99,26,34,1,b,1
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,r,1004,38,105,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,n,1105,37,101,2,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,r,410,40,62,2,b,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,15,utst,m,n,1110,46,110,4,w,0
11/15/89,uta stansburiana,side-blotched lizard,m,well,b,16,utst,m,n,1104,46,120,3,w,0
11/15/89,uta stansburiana,side-blotched lizard,t,east,b,8,utst,f,n,1113,36,106,1,w,0
1/4/90,uta stansburiana,side-blotched lizard,m,rabb,c,13,utst,f,n,1114,43,114,2,w,0
1/11/90,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,r,325,49,134,5,w,0
3/24/90,cnemidophorus inornatus,little striped,c,grav,d,5,cnin,j,n,11,38,56,1,b,0
3/24/90,uta stansburiana,side-blotched lizard,c,grav,d,7,utst,m,r,3000,51,146,5,w,1
3/24/90,cnemidophorus inornatus,little striped,g,ibpe,a,3,cnin,m,n,10,54,145,4,b,1
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,a,5,utst,f,n,1122,36,99,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,a,8,utst,f,n,1121,45,109,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,f,n,1123,42,99,3,b,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,3,utst,f,r,500,42,98,3,b,1
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,7,utst,f,n,1124,36,96,2,w,0
3/24/90,uta stansburiana,side-blotched lizard,g,ibpe,c,15,utst,f,r,555,41,111,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,r,5112,44,121,4,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,c,9,utst,f,r,1022,44,117,3,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,c,13,utst,f,n,1114,45,122,4,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,rabb,c,16,utst,m,n,1115,49,142,5,w,0
3/24/90,uta stansburiana,side-blotched lizard,m,well,b,2,utst,m,n,1120,51,123,5,b,0
3/24/90,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,n,30,52,135,5,w,1
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,1,utst,f,n,1143,50,127,5,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,m,r,425,51,140,5,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,f,r,431,48,125,3,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,cali,a,10,utst,f,r,305,48,128,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,grav,d,4,utst,f,r,435,45,121,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,c,sand,c,12,utst,m,n,1142,39,101,2,w,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,3,utst,f,n,1135,46,118,4,b,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,4,utst,m,n,1134,47,121,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,6,utst,m,n,1140,47,60,4,b,0
3/30/90,cnemidophorus inornatus,little striped,g,ibpe,a,14,cnin,f,n,11,42,119,2,b,0
3/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,1141,43,79,3,b,0
3/30/90,cnemidophorus inornatus,little striped,g,ibpe,c,10,cnin,f,n,12,58,178,4,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,rabb,a,12,utst,f,n,1131,43,114,3,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,rabb,c,16,utst,f,r,1524,46,125,3,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,well,b,3,utst,m,r,410,45,111,2,b,0
3/30/90,uta stansburiana,side-blotched lizard,m,well,b,4,utst,j,n,1132,35,94,1,w,0
3/30/90,uta stansburiana,side-blotched lizard,m,well,b,13,utst,f,n,1133,41,70,2,b,0
3/30/90,uta stansburiana,side-blotched lizard,t,east,b,1,utst,f,n,1125,53,131,6,w,0
3/30/90,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,1130,46,116,4,w,0
4/20/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,14,cnti,f,n,401,49,169,4,w,0
4/20/90,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,f,n,1442,42,110,3,w,0
4/20/90,uta stansburiana,side-blotched lizard,c,sand,c,1,utst,f,n,1441,50,129,5,w,0
4/20/90,holbrookia maculata,lesser earless,g,basn,b,2,homa,f,n,4,44,88,3,w,0
4/20/90,uta stansburiana,side-blotched lizard,g,ibpe,a,6,utst,f,n,1443,48,118,3,w,1
4/20/90,cnemidophorus inornatus,little striped,g,ibpe,c,1,cnin,f,n,11,56,175,4,w,0
4/20/90,uta stansburiana,side-blotched lizard,m,rabb,a,6,utst,f,r,1435,46,120,4,w,0
4/20/90,uta stansburiana,side-blotched lizard,m,rabb,a,15,utst,m,n,1440,46,124,4,b,0
4/20/90,sceloporus undulatus,eastern fence,m,rabb,c,5,scun,m,n,12,63,185,10,w,0
4/20/90,holbrookia maculata,lesser earless,m,rabb,c,7,homa,f,n,3,59,133,7,w,0
4/27/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,f,n,4000,46,81,5,b,1
4/27/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,14,cnti,f,n,401,85,309,23,w,0
4/27/90,holbrookia maculata,lesser earless,g,basn,b,14,homa,f,n,5,39,78,1,w,0
4/27/90,cnemidophorus inornatus,little striped,g,ibpe,a,3,cnin,f,n,12,44,155,3,w,0
4/27/90,cnemidophorus inornatus,little striped,g,ibpe,a,7,cnin,j,n,13,52,156,4,w,0
4/27/90,cnemidophorus inornatus,little striped,g,ibpe,c,4,cnin,j,n,14,50,130,4,b,0
4/27/90,uta stansburiana,side-blotched lizard,g,ibpe,c,16,utst,f,n,1444,43,117,3,w,0
4/27/90,holbrookia maculata,lesser earless,m,rabb,a,NA,homa,f,n,4,59,120,7,w,0
4/27/90,holbrookia maculata,lesser earless,m,rabb,c,NA,homa,m,r,3,59,128,8,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,c,grav,d,3,cnti,f,r,345,84,286,17,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,16,cnti,f,n,405,89,302,25,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,g,basn,b,10,cnti,m,n,404,74,243,16,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,2,cnti,f,r,400,76,285,21,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,5,cnti,m,n,403,87,320,28,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,t,east,b,8,cnti,m,r,320,89,312,25,w,1
5/21/90,cnemidophorus tigrisatus,western whiptail,t,east,b,9,cnti,m,r,323,83,285,19,w,0
5/21/90,cnemidophorus tigrisatus,western whiptail,t,west,a,7,cnti,f,n,402,86,340,25,b,0
5/24/90,uta stansburiana,side-blotched lizard,g,ibpe,a,3,utst,f,n,1445,41,104,4,w,0
5/24/90,uta stansburiana,side-blotched lizard,m,well,b,5,utst,f,n,1450,46,112,4,w,0
5/24/90,cnemidophorus tigrisatus,western whiptail,t,east,b,8,cnti,m,n,411,84,295,19,w,0
5/24/90,cnemidophorus tigrisatus,western whiptail,t,east,b,12,cnti,f,r,311,101,305,33,w,0
5/24/90,cnemidophorus tigrisatus,western whiptail,t,west,a,12,cnti,f,n,410,84,290,19,w,0
5/28/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,12,cnti,m,n,412,101,259,28,b,0
5/28/90,cnemidophorus tessalatus,colorado checkered,c,sand,b,16,cnte,f,n,30,70,211,10,w,0
5/28/90,holbrookia maculata,lesser earless,g,basn,b,14,homa,f,n,5,46,93,3,w,0
5/28/90,cnemidophorus tigrisatus,western whiptail,g,ibpe,c,4,cnti,f,n,413,82,281,19,w,0
5/28/90,cnemidophorus tigrisatus,western whiptail,t,east,b,5,cnti,f,n,415,83,310,25,w,0
5/28/90,uta stansburiana,side-blotched lizard,t,east,b,13,utst,f,r,20,51,106,5,w,1
5/28/90,sceloporus undulatus,eastern fence,t,west,a,3,scun,f,n,13,68,170,11,w,0
6/1/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,3,cnti,m,r,240,92,275,28,b,0
6/1/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,3,cnti,m,n,425,90,333,26,w,0
6/1/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,9,cnti,f,r,301,85,275,22,b,0
6/1/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,8,cnti,f,r,241,85,310,24,w,0
6/1/90,uta stansburiana,side-blotched lizard,c,sand,c,7,utst,f,r,4330,43,122,5,w,0
6/1/90,cnemidophorus tigrisatus,western whiptail,c,sand,c,11,cnti,m,n,424,95,325,28,w,0
6/1/90,cnemidophorus tigrisatus,western whiptail,g,basn,b,8,cnti,f,r,245,85,173,17,b,0
6/1/90,cnemidophorus inornatus,little striped,g,basn,b,10,cnin,m,n,15,58,170,5,b,0
6/1/90,cnemidophorus tigrisatus,western whiptail,g,ibpe,a,8,cnti,j,n,423,47,87,3,b,0
6/1/90,cnemidophorus tigrisatus,western whiptail,g,ibpe,a,9,cnti,f,n,422,101,320,24,w,0
6/1/90,cnemidophorus tigrisatus,western whiptail,m,rabb,a,12,cnti,f,n,421,74,240,15,w,0
6/1/90,sceloporus undulatus,eastern fence,m,rabb,c,13,scun,f,n,14,58,130,5,w,0
6/1/90,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,n,1451,43,110,3,w,0
6/1/90,cnemidophorus tigrisatus,western whiptail,t,east,b,15,cnti,f,n,420,85,280,24,b,0
6/19/90,uta stansburiana,side-blotched lizard,c,cali,a,8,utst,f,n,1454,46,146,4,w,0
6/19/90,cnemidophorus tigrisatus,western whiptail,c,cali,a,15,cnti,f,r,425,88,312,26,w,0
6/19/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,5,cnti,f,r,401,90,330,24,w,0
6/19/90,holbrookia maculata,lesser earless,g,ibpe,a,4,homa,f,n,10,51,95,3,w,0
6/19/90,uta stansburiana,side-blotched lizard,g,ibpe,a,7,utst,m,n,1453,48,58,4,b,0
6/19/90,cnemidophorus tigrisatus,western whiptail,m,rabb,a,9,cnti,m,n,433,90,306,27,w,0
6/19/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,10,cnti,f,n,432,65,232,12,w,1
6/19/90,cnemidophorus tigrisatus,western whiptail,t,east,b,12,cnti,f,n,431,72,205,11,b,0
6/19/90,cnemidophorus tigrisatus,western whiptail,t,west,a,14,cnti,m,n,434,76,280,19,w,0
6/22/90,cnemidophorus inornatus,little striped,g,ibpe,c,9,cnin,f,NA,20,51,194,3,w,0
6/22/90,sceloporus undulatus,eastern fence,m,rabb,a,3,scun,f,n,20,50,125,4,w,0
6/22/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,10,cnti,m,n,435,67,264,13,w,0
6/22/90,sceloporus undulatus,eastern fence,m,rabb,c,15,scun,f,n,15,62,156,11,w,0
6/22/90,phrynosoma cornutum,texas horned,t,west,a,3,phco,f,n,5,75,105,32,w,1
6/26/90,uta stansburiana,side-blotched lizard,c,sand,b,6,utst,f,n,1500,43,50,4,b,0
6/26/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,16,cnti,m,n,441,89,211,25,b,0
6/26/90,uta stansburiana,side-blotched lizard,c,sand,c,13,utst,m,r,142,48,125,3,w,0
6/26/90,holbrookia maculata,lesser earless,g,basn,b,14,homa,m,n,11,54,125,6,w,1
6/26/90,cnemidophorus inornatus,little striped,g,ibpe,c,2,cnin,f,n,22,65,240,9,w,0
6/26/90,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,n,1455,41,114,3,w,0
6/26/90,cnemidophorus tigrisatus,western whiptail,t,east,b,7,cnti,f,n,440,68,280,19,w,0
6/26/90,cnemidophorus inornatus,little striped,t,east,b,10,cnin,f,n,21,60,95,3,b,0
6/26/90,cnemidophorus tigrisatus,western whiptail,t,east,b,16,cnti,m,r,323,80,279,18,w,1
6/29/90,cnemidophorus tessalatus,colorado checkered,c,sand,b,7,cnte,f,n,31,64,195,7,w,0
6/29/90,phrynosoma cornutum,texas horned,g,basn,b,9,phco,f,n,12,85,125,40,w,0
6/29/90,uta stansburiana,side-blotched lizard,g,basn,b,14,utst,m,r,11,55,125,4,w,0
6/29/90,phrynosoma cornutum,texas horned,g,basn,b,15,phco,f,NA,11,81,121,31,w,0
6/29/90,cnemidophorus inornatus,little striped,g,ibpe,a,10,cnin,m,r,4,48,148,2,w,0
6/29/90,uta stansburiana,side-blotched lizard,g,ibpe,a,12,utst,f,n,1501,41,95,2,w,0
6/29/90,phrynosoma cornutum,texas horned,t,east,b,8,phco,m,n,10,65,110,29,w,0
6/29/90,cnemidophorus tigrisatus,western whiptail,t,west,a,5,cnti,m,n,442,93,325,29,w,0
7/20/90,cnemidophorus tigrisatus,western whiptail,m,rabb,c,15,cnti,m,n,454,70,80,16,w,0
7/20/90,cnemidophorus tigrisatus,western whiptail,t,east,b,12,cnti,m,n,444,71,266,16,w,0
7/24/90,uta stansburiana,side-blotched lizard,c,sand,b,12,utst,f,n,1503,47,97,4,w,0
7/24/90,cnemidophorus tigrisatus,western whiptail,c,sand,c,12,cnti,f,n,455,73,280,13,w,0
7/24/90,cnemidophorus tigrisatus,western whiptail,t,east,b,3,cnti,f,r,440,80,305,18,w,0
7/24/90,uta stansburiana,side-blotched lizard,t,west,a,5,utst,f,n,1502,60,111,6,w,0
7/27/90,cnemidophorus inornatus,little striped,c,cali,a,15,cnin,f,n,23,58,195,10,w,0
7/27/90,cnemidophorus tigrisatus,western whiptail,c,grav,d,9,cnti,f,r,354,92,140,21,w,0
7/27/90,cnemidophorus inornatus,little striped,c,grav,d,13,cnin,f,n,1,61,170,6,w,0
8/14/90,uta stansburiana,side-blotched lizard,c,grav,d,3,utst,j,n,1505,37,90,1,w,0
8/14/90,uta stansburiana,side-blotched lizard,c,sand,c,15,utst,j,n,1504,36,110,2,w,0
8/21/90,uta stansburiana,side-blotched lizard,c,sand,b,3,utst,m,n,1510,50,135,4,w,0
8/21/90,cnemidophorus tigrisatus,western whiptail,t,east,b,15,cnti,f,n,355,70,220,17,b,1
8/24/90,uta stansburiana,side-blotched lizard,c,sand,c,13,utst,f,n,1513,35,98,2,w,0
8/24/90,cnemidophorus inornatus,little striped,g,ibpe,a,1,cnin,j,n,5,45,165,4,w,0
8/24/90,uta stansburiana,side-blotched lizard,t,east,b,2,utst,f,n,1511,37,101,3,w,0
9/11/90,uta stansburiana,side-blotched lizard,c,sand,c,5,utst,f,n,5021,39,115,2,w,0
9/11/90,uta stansburiana,side-blotched lizard,c,sand,c,5,utst,m,n,1520,37,95,3,w,0
9/11/90,uta stansburiana,side-blotched lizard,c,sand,c,10,utst,f,r,1510,45,93,4,b,0
9/11/90,cnemidophorus tigrisatus,western whiptail,c,sand,c,14,cnti,f,n,401,56,178,5,w,0
9/11/90,cnemidophorus tessalatus,colorado checkered,m,rabb,a,7,cnte,f,n,32,48,140,3,w,0
9/11/90,cnemidophorus tigrisatus,western whiptail,m,rabb,a,13,cnti,f,n,400,48,165,3,w,0
9/11/90,uta stansburiana,side-blotched lizard,m,well,b,7,utst,f,n,1515,25,72,2,w,0
9/11/90,uta stansburiana,side-blotched lizard,t,east,b,3,utst,f,n,1514,40,111,2,w,0
9/14/90,cnemidophorus tigrisatus,western whiptail,c,sand,b,10,cnti,j,n,401,200,55,5,w,0
9/14/90,cnemidophorus tigrisatus,western whiptail,c,sand,c,3,cnti,j,n,402,53,186,5,w,0
9/14/90,uta stansburiana,side-blotched lizard,m,rabb,a,5,utst,j,n,1520,37,96,2,b,0
9/14/90,uta stansburiana,side-blotched lizard,m,rabb,c,7,utst,j,r,1512,34,100,2,w,0
9/14/90,uta stansburiana,side-blotched lizard,t,east,b,16,utst,m,r,1040,42,91,2,b,0
9/18/90,uta stansburiana,side-blotched lizard,g,basn,b,10,utst,j,n,1524,28,79,1,w,0
9/18/90,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,f,n,1523,30,75,1,b,0
9/18/90,uta stansburiana,side-blotched lizard,m,rabb,a,2,utst,m,n,1522,42,107,2,w,0
9/18/90,uta stansburiana,side-blotched lizard,t,east,b,4,utst,m,r,300,46,120,6,b,0
9/18/90,cnemidophorus tigrisatus,western whiptail,t,east,b,10,cnti,j,n,403,45,160,3,w,0
9/18/90,uta stansburiana,side-blotched lizard,t,east,b,10,utst,f,n,1521,40,108,2,w,0
9/21/90,uta stansburiana,side-blotched lizard,c,sand,b,1,utst,f,n,1525,42,116,2,w,0
9/21/90,uta stansburiana,side-blotched lizard,g,ibpe,a,3,utst,f,n,1530,38,103,2,w,0
9/21/90,uta stansburiana,side-blotched lizard,m,rabb,c,3,utst,m,n,1532,38,102,3,w,0
9/21/90,uta stansburiana,side-blotched lizard,m,rabb,c,5,utst,f,n,1531,39,110,3,w,0
9/21/90,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,r,1455,47,154,4,w,0
9/21/90,uta stansburiana,side-blotched lizard,t,east,b,3,utst,m,r,100,48,132,5,w,0
9/21/90,uta stansburiana,side-blotched lizard,t,east,b,5,utst,f,r,352,49,125,4,w,0
9/21/90,uta stansburiana,side-blotched lizard,t,east,b,12,utst,m,r,1100,45,112,3,w,1
9/21/90,cnemidophorus tigrisatus,western whiptail,t,east,b,16,cnti,j,n,404,42,143,3,w,0
9/21/90,uta stansburiana,side-blotched lizard,t,west,a,11,utst,m,r,3,52,145,5,w,1
10/23/90,uta stansburiana,side-blotched lizard,c,cali,a,3,utst,f,n,2005,44,101,3,b,0
10/23/90,uta stansburiana,side-blotched lizard,c,cali,a,5,utst,m,n,2010,47,90,4,b,0
10/23/90,uta stansburiana,side-blotched lizard,c,cali,a,10,utst,m,r,50,52,131,5,w,0
10/23/90,uta stansburiana,side-blotched lizard,c,grav,d,15,utst,m,n,2011,47,136,5,w,0
10/23/90,uta stansburiana,side-blotched lizard,c,sand,a,8,utst,f,n,2004,32,93,2,w,0
10/23/90,uta stansburiana,side-blotched lizard,c,sand,c,1,utst,f,n,2003,42,110,4,w,0
10/23/90,uta stansburiana,side-blotched lizard,c,sand,c,3,utst,m,n,2002,43,126,4,w,0
10/23/90,uta stansburiana,side-blotched lizard,c,sand,c,11,utst,f,n,2001,33,85,2,w,1
10/23/90,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,m,n,1553,42,120,5,w,0
10/23/90,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,f,n,1554,41,97,3,b,0
10/23/90,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,n,2000,36,83,3,b,0
10/23/90,uta stansburiana,side-blotched lizard,g,ibpe,c,10,utst,m,n,1555,46,128,6,w,0
10/23/90,uta stansburiana,side-blotched lizard,g,ibpe,c,13,utst,m,r,553,46,115,5,b,0
10/23/90,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,m,n,1541,52,64,5,b,0
10/23/90,uta stansburiana,side-blotched lizard,m,rabb,a,14,utst,f,n,1540,36,103,2,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,rabb,c,5,utst,m,r,1,46,127,5,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,rabb,c,6,utst,f,n,1542,45,116,4,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,well,b,9,utst,f,n,1544,40,106,2,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,well,b,9,utst,m,n,1545,42,110,2,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,well,b,11,utst,f,n,1551,38,105,2,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,well,b,12,utst,f,n,1552,39,68,2,b,0
10/23/90,uta stansburiana,side-blotched lizard,m,well,b,13,utst,m,r,50,42,150,2,w,0
10/23/90,uta stansburiana,side-blotched lizard,m,well,b,15,utst,f,n,1550,37,91,2,b,0
10/23/90,uta stansburiana,side-blotched lizard,t,east,b,9,utst,m,r,1040,47,110,5,b,0
10/23/90,uta stansburiana,side-blotched lizard,t,east,b,11,utst,m,n,1535,49,140,6,w,0
10/23/90,uta stansburiana,side-blotched lizard,t,east,b,12,utst,f,n,1534,45,115,4,w,0
10/23/90,uta stansburiana,side-blotched lizard,t,east,b,15,utst,m,n,1543,36,95,3,w,0
10/23/90,uta stansburiana,side-blotched lizard,t,east,b,16,utst,f,n,1533,44,118,4,w,0
10/26/90,uta stansburiana,side-blotched lizard,c,cali,a,1,utst,m,n,2020,48,136,5,w,0
10/26/90,uta stansburiana,side-blotched lizard,c,grav,d,4,utst,f,n,2021,44,116,3,w,0
10/26/90,uta stansburiana,side-blotched lizard,c,sand,b,16,utst,f,n,2015,34,90,2,w,0
10/26/90,uta stansburiana,side-blotched lizard,c,sand,c,2,utst,m,n,2014,32,86,2,w,0
10/26/90,uta stansburiana,side-blotched lizard,g,basn,b,16,utst,m,n,2013,46,131,5,w,0
10/26/90,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,m,r,2000,46,130,4,w,0
10/26/90,uta stansburiana,side-blotched lizard,m,rabb,c,15,utst,m,n,2012,46,104,4,b,0
10/30/90,uta stansburiana,side-blotched lizard,c,cali,a,4,utst,m,n,2044,47,139,5,w,0
10/30/90,uta stansburiana,side-blotched lizard,c,cali,a,13,utst,m,n,2041,52,120,5,b,0
10/30/90,uta stansburiana,side-blotched lizard,c,cali,a,13,utst,f,n,2042,49,122,4,w,0
10/30/90,uta stansburiana,side-blotched lizard,c,cali,a,13,utst,m,n,2043,50,144,5,w,0
10/30/90,uta stansburiana,side-blotched lizard,c,sand,c,2,utst,m,n,2050,54,142,6,w,0
10/30/90,uta stansburiana,side-blotched lizard,c,sand,c,3,utst,f,n,2045,47,122,5,w,0
10/30/90,uta stansburiana,side-blotched lizard,c,sand,c,9,utst,m,n,2051,41,109,3,w,0
10/30/90,uta stansburiana,side-blotched lizard,g,ibpe,a,4,utst,f,n,2033,32,87,1,w,0
10/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,1,utst,f,n,2035,43,106,3,b,0
10/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,4,utst,f,n,2040,41,107,3,w,0
10/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,6,utst,f,r,1141,46,119,4,b,0
10/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,8,utst,f,r,1523,39,94,2,b,0
10/30/90,uta stansburiana,side-blotched lizard,g,ibpe,c,9,utst,f,n,2034,47,121,4,w,0
10/30/90,uta stansburiana,side-blotched lizard,m,rabb,a,1,utst,f,n,2024,45,118,3,w,0
10/30/90,uta stansburiana,side-blotched lizard,m,rabb,a,12,utst,m,n,2025,31,82,1,w,0
10/30/90,uta stansburiana,side-blotched lizard,m,rabb,a,13,utst,f,r,2420,38,106,3,w,1
10/30/90,uta stansburiana,side-blotched lizard,m,well,b,8,utst,f,n,2032,31,63,1,b,0
10/30/90,uta stansburiana,side-blotched lizard,m,well,b,13,utst,f,n,2031,32,84,2,w,0
10/30/90,uta stansburiana,side-blotched lizard,m,well,b,16,utst,m,n,2030,34,93,2,w,0
